,Unnamed: 0,CITY,COUNTY,COUNTY_FIPS,END_USE,FACILITY_ID,FINAL_NAICS_CODE,MECS_NAICS,REPORTING_YEAR,STATE,Temp_degC,UNIT_NAME,UNIT_TYPE,Lat,Lon,LLType,geometry,FacilityName,Demand 300,Demand 550,Demand 850,Emissions 300,Emissions 550,Emissions 850,Count300,Count550,Count850,Temp 300,Temp 550,Temp 850,Industry,Company
585,84115,CATAWBA,York,45091,CHP and/or Cogeneration Process,1000348,322121,322121,2015,SC,150,23-Jul,0,34.8456,-80.8942,Facility,POINT (-9005101.152129231 4142918.546506631),Resolute FP US Inc. - Catawba Operations,287.174836799,578.336221274,1107.080886203,0.0144572843,0.0291152373,0.0557338462999999,24,30,37,172.628083492908,339.9595834249608,559.6760638982443,"Paper Mills, except Newsprint",Resolute Forest Products
586,84139,LONGVIEW,COWLITZ,53015,CHP and/or Cogeneration Process,1006360,322121,322121,2015,WA,150,GHG-02_LK,0,46.122749,-122.974048,Facility,POINT (-13689408.40414758 5800041.700525521),WEYERHAEUSER NR COMPANY,573.611472397,1155.185792596,2079.334426711,0.02887735673,0.05815563003,0.10468015003,28,35,42,172.62808349249104,339.9595834425559,544.4219908061153,"Paper Mills, except Newsprint",WEYERHAEUSER CO
587,84163,WISCONSIN RAPIDS,WOOD,55141,CHP and/or Cogeneration Process,1006095,322121,322121,2015,WI,150,Lime Kiln (P30),0,44.404,-89.8255,Facility,POINT (-9999328.920251194 5528176.462759212),WISCONSIN RAPIDS FIBER AND ENERGY MILL,405.360552706,816.3483017620001,1469.4269431859998,0.020407113,0.041097481,0.0739754929999999,20,25,30,172.6280834927533,339.9595834418608,544.4219908035385,"Paper Mills, except Newsprint",Unknown
588,84175,Augusta,RICHMOND,13245,CHP and/or Cogeneration Process,1006731,322121,322121,2015,GA,150,LK2,0,33.3286,-81.9537,Facility,POINT (-9123044.152624704 3939001.783008622),International Paper - Augusta Mill,323.615239576,651.7228908659998,1173.101203544,0.016291796,0.032809754,0.059057547,16,20,24,172.6280834899627,339.9595834407397,544.4219907971865,"Paper Mills, except Newsprint",INTERNATIONAL PAPER CO
589,84187,ROARING SPRING,BLAIR COUNTY,42013,CHP and/or Cogeneration Process,1005669,322121,322121,2015,PA,150,103A - Lime Kiln,0,40.347784,-78.399631,Facility,POINT (-8727407.001300545 4916610.759186856),APPLETON ROARING SPRING PAPER MFG,787.209662791,1585.347333582,2853.625200411,0.039630605,0.079811292,0.143660308,16,20,24,172.62808348959416,339.9595834458683,544.4219907999823,"Paper Mills, except Newsprint","Appvion, Inc."
590,84211,GEORGETOWN,GEORGETOWN,45043,CHP and/or Cogeneration Process,1007912,322121,322121,2015,SC,150,No. 2 Recovery Boiler,0,33.364166,-79.303279,Facility,POINT (-8828000.636516906 3943741.26855431),International Paper - Georgetown Mill,205.199505786,413.247581547,807.225179399,0.0103303889999999,0.020804188,0.040638237,12,15,19,172.62808349252265,339.95958343140825,564.488776598387,"Paper Mills, except Newsprint",INTERNATIONAL PAPER CO
591,84217,CHILLICOTHE,Ross,39141,CHP and/or Cogeneration Process,1000183,322121,322121,2015,OH,150,P001,0,39.3265,-82.9744,Facility,POINT (-9236667.956877397 4768548.391283363),P H Glatfelter Company - Chillicothe Fac,768.354974485,1547.376216991,2926.033994143,0.038681401,0.077899728,0.1473056429999999,20,25,31,172.62808349015825,339.9595834385664,556.7165655400087,"Paper Mills, except Newsprint",P H GLATFELTER CO
592,84229,CLATSKANIE,COLUMBIA,41009,CHP and/or Cogeneration Process,1008042,322121,322121,2015,OR,150,LK / EU-21,0,46.157035,-123.407836,Facility,POINT (-13737697.46341981 5805549.999497858),WAUNA MILL,353.52544229999995,711.9585083469999,1281.525315068,0.017797568,0.035842227,0.064515988,12,15,18,172.62808349317214,339.9595834397896,544.4219908085383,"Paper Mills, except Newsprint",KOCH INDUSTRIES INC
593,84235,RUMFORD,OXFORD,23017,CHP and/or Cogeneration Process,1006366,322121,322121,2015,ME,150,Lime Kiln,0,44.551986,-70.540525,Facility,POINT (-7852535.323290184 5551264.461038195),Catalyst Paper Operations Inc. Rumford Division,208.128259614,419.145746069,796.8233964100001,0.010477832,0.0211010669999999,0.040114588,24,30,37,172.62808349240723,339.9595834478368,558.0091341614749,"Paper Mills, except Newsprint",NEW PAGE HOLDING CORP
594,84271,CAMAS,CLARK,53011,CHP and/or Cogeneration Process,1005998,322121,322121,2015,WA,150,4LK,0,45.582929,-122.407758,Facility,POINT (-13626369.28970626 5713763.357789727),GEORGIA PACIFIC CONSUMER PRODUCTS CAMAS LLC,149.39024059,300.85430955399994,587.2312268740001,0.0075207697999999,0.0151459608,0.0295630877999999,16,20,26,172.62808349176245,339.95958344045994,564.3089543658548,"Paper Mills, except Newsprint",KOCH INDUSTRIES INC
595,84289,CANTONMENT,ESCAMBIA,12033,CHP and/or Cogeneration Process,1000196,322121,322121,2015,FL,150,Lime Kiln,0,30.60539,-87.322938,Facility,POINT (-9720744.992732598 3581606.866829196),International Paper - Pensacola Mill,370.765325333,746.6775976060001,1344.01967571,0.0186654939999999,0.0375900489999999,0.067662131,24,30,36,172.62808349119445,339.95958342523363,544.4219907954475,"Paper Mills, except Newsprint",INTERNATIONAL PAPER CO
597,84305,STEVENSON,JACKSON,1071,CHP and/or Cogeneration Process,1008553,322121,322121,2015,AL,150,RB1,0,34.864542,-85.787834,Facility,POINT (-9549857.997137882 4145488.145704487),"Rock-Tenn CP, LLC - Stevenson Mill",235.656459791,249.958744806,272.685740644,0.011863717,0.012583732,0.013727886,14,17,20,151.3545232335583,171.58961605619515,223.9644859218413,"Paper Mills, except Newsprint",Rock-Tenn Company
598,84344,JAY,FRANKLIN,23007,CHP and/or Cogeneration Process,1000593,322121,322121,2015,ME,150,Recovery Boiler 1,0,44.5047,-70.2403,Facility,POINT (-7819114.429166774 5543880.778859196),VERSO ANDROSCOGGIN LLC,109.206601494,219.929203929,395.872567128,0.005497804,0.011071923,0.019929473,12,15,18,172.62808349077477,339.9595834224096,544.4219908262525,"Paper Mills, except Newsprint",Verso Corporation
599,84356,KINGSPORT,SULLIVAN COUNTY,47163,CHP and/or Cogeneration Process,1005959,322121,322121,2015,TN,150,82-0022-34,0,36.550501,-82.567575,Facility,POINT (-9191380.405035425 4376636.259122242),DOMTAR PAPER KINGSPORT MILL,319.961116824,644.363918988,1159.8550541739996,0.016107831,0.032439274,0.058390704,8,10,12,172.6280834918061,339.95958343863214,544.4219907982706,"Paper Mills, except Newsprint",Domtar Corporation
600,84368,MOSINEE,MARATHON,55073,CHP and/or Cogeneration Process,1007273,322121,322121,2015,WI,150,Lime Kiln (P36),0,44.791101,-89.700253,Facility,POINT (-9985386.487987811 5588694.348550589),Expera Specialty Solutions LLC - Mosinee Mill,61.214540107,123.27885760799998,255.422948222,0.003081699,0.006206158,0.012858745,20,25,31,172.62808349337908,339.95958343375605,577.9633451004454,"Paper Mills, except Newsprint",EXPERA SPECIALTY SOLUTIONS LLC
601,84380,INTERNATIONAL FALLS,KOOCHICHING,27071,CHP and/or Cogeneration Process,1007994,322121,322121,2015,MN,150,Lime Kiln EU 340,0,48.605458,-93.406703,Facility,POINT (-10397986.61463854 6208179.110091425),BOISE WHITE PAPER LLC,232.189587078,467.60241924100006,875.929105802,0.0116891449,0.0235405581,0.0440969881,16,20,25,172.62808348985095,339.9595834510849,554.4139014196246,"Paper Mills, except Newsprint","Boise White Paper, LLC"
602,84410,QUEEN CITY,CASS COUNTY,48067,CHP and/or Cogeneration Process,1006668,322121,322121,2015,TX,150,RB2,0,33.2644,-94.069639,Facility,POINT (-10471784.31258707 3930451.457193051),International Paper - Texarkana Mill,707.088718718,1423.993210214,2563.187778113,0.0355970309999999,0.071688225,0.129038876,20,25,30,172.62808349012298,339.959583446682,544.4219907765711,"Paper Mills, except Newsprint",INTERNATIONAL PAPER CO
603,84422,ESCANABA,DELTA,26041,CHP and/or Cogeneration Process,1003320,322121,322121,2015,MI,150,EULK29,0,45.804799,-87.08978,Facility,POINT (-9694789.962898221 5749123.112542074),ESCANABA PAPER COMPANY,218.460362141,439.95338090700005,791.916085567,0.010998011,0.0221486579999999,0.039867555,16,20,24,172.6280834905393,339.9595834529937,544.4219907860473,"Paper Mills, except Newsprint",NEW PAGE HOLDING CORP
604,84440,HAWESVILLE,HANCOCK,21091,CHP and/or Cogeneration Process,1000961,322121,322121,2015,KY,150,No. 4 Recovery Furnace,0,37.894847,-86.685793,Facility,POINT (-9649818.335771119 4564581.851904561),DOMTAR PAPER CO LLC HAWESVILLE MILL,201.597982256,405.99453826700005,730.790168927,0.0101490737999999,0.0204390338,0.0367902928,12,15,18,172.62808349394697,339.9595834165774,544.4219908032148,"Paper Mills, except Newsprint","DOMTAR PAPER CO, LLC"
605,84446,GLENS FALLS,WARREN,36113,CHP and/or Cogeneration Process,1006608,322121,322121,2015,NY,150,"Boilers 6,7,8,10",0,43.308507,-73.634808,Facility,POINT (-8196989.331220468 5359048.272575725),FINCH PAPER LLC,203.75391016,410.33632266,738.60538076,0.0102576059999999,0.0206576069999999,0.037183692,4,5,6,172.6280834899291,339.9595834526846,544.4219907973583,"Paper Mills, except Newsprint",ATLAS HOLDINGS LLC
606,84458,JOHNSONBURG,Elk,42047,CHP and/or Cogeneration Process,1005706,322121,322121,2015,PA,150,Lime Kiln,0,41.4908,-78.6767,Facility,POINT (-8758250.181295145 5085006.323351736),"Domtar Paper Company, LLC",148.620705159,299.30455602,875.4534589999998,0.007482028,0.015067921,0.044073027,8,10,13,172.62808349130853,339.9595834309011,642.719003258322,"Paper Mills, except Newsprint","DOMTAR PAPER CO, LLC"
607,84464,COSHOCTON,COSHOCTON,39031,CHP and/or Cogeneration Process,1003419,322121,322121,2015,OH,150,N001,0,40.279858,-81.863097,Facility,POINT (-9112958.272800362 4906694.212352321),"RockTenn CP, LLC",1011.476894814,2036.995064759,4572.334265708,0.0509208799999999,0.102548683,0.230185605,20,25,34,172.6280834909569,339.95958343241267,595.0499671106733,"Paper Mills, except Newsprint",Rock-Tenn Company
608,84476,Saint Francisville,WEST FELICIANA,22125,CHP and/or Cogeneration Process,1002846,322121,322121,2015,LA,150,Lime Kiln,0,30.7677,-91.27633,Facility,POINT (-10160834.5770788 3602617.171688437),"KPAQ Industries, LLC",657.086805056,1323.295258545,2381.931465357,0.0330797949999999,0.066618806,0.119913804,16,20,24,172.62808348987136,339.9595834340751,544.4219907941333,"Paper Mills, except Newsprint","KPAQ INDUSTRIES, LLC"
609,84477,TICONDEROGA,Essex,36031,CHP and/or Cogeneration Process,1006885,322121,322121,2015,NY,150,LK1,0,43.8914,-73.3961,Facility,POINT (-8170416.478212186 5448651.435311188),International Paper Ticonderoga Mill,111.30437825,224.15387870500004,403.47698169,0.0056033748,0.0112845718,0.0203122437999999,16,20,24,172.6280834936518,339.95958344228825,544.4219908145735,"Paper Mills, except Newsprint",International Paper
611,84488,GALENA PARK,HARRIS COUNTY,48201,CHP and/or Cogeneration Process,1002303,322121,322121,2015,TX,150,GP- Galena Park Natural Gas Units,OCS (Other combustion source),29.72261,-95.24271,Facility,POINT (-10602369.97897143 3467943.546002401),US GYPSUM - GALENA PARK PLANT,133.63607896399998,269.127287793,484.429118028,0.0067276659999999,0.0135487199999999,0.02438768,8,10,12,172.6280834939389,339.95958346006387,544.4219908114632,"Paper Mills, except Newsprint",UNITED STATES GYPSUM COMPANY
612,84545,ERVING,FRANKLIN COUNTY,25011,CHP and/or Cogeneration Process,1005037,322121,322121,2015,MA,150,Turbine,"SCCT (CT (Turbine, simple cycle combustion))",42.60008,-72.37838,Facility,POINT (-8057124.406042057 5251296.703333888),ERVING PAPER MILLS INC,619.504880695,1251.801044125,2223.477385325,0.031175741,0.062992168,0.111909377,8,10,12,172.77908074322764,340.58690742871886,541.353884343031,"Paper Mills, except Newsprint","ERVING INDUSTRIES, INC."
613,84546,BUCKSPORT,HANCOCK,23009,CHP and/or Cogeneration Process,1006174,322121,322121,2015,ME,150,GEN4,Electricity Generator,44.576243,-68.806198,Facility,POINT (-7659470.924781159 5555054.505986948),VERSO BUCKSPORT LLC,1055.5815024,1055.852562118,1056.283288612,0.053141257,0.053154857,0.053176557,5,6,7,150.005731042024,150.09686559043325,150.36188019545617,"Paper Mills, except Newsprint",Verso Paper Corp.
614,84547,PHENIX CITY,Russell,1113,CHP and/or Cogeneration Process,1000262,322121,322121,2015,AL,150,Gas Turbine,"CCCT (CC (Turbine, combined cycle))",32.175,-85.0311,Facility,POINT (-9465618.753591925 3786304.081430716),"MeadWestvaco Coated Board, LLC",11844.671504000002,11844.671504000002,11844.671504000002,0.5962976050000001,0.5962976050000001,0.5962976050000001,3,3,3,259.99999999999994,259.99999999999994,259.99999999999994,"Paper Mills, except Newsprint",MEADWESTVACO CORP
615,84548,FRANKLIN,Isle of Wight,51093,CHP and/or Cogeneration Process,1000258,322121,322121,2015,VA,150,910 CT/HRSG,"CCCT (CC (Turbine, combined cycle))",36.6803,-76.9128,Facility,POINT (-8561893.731484892 4394637.923241165),International Paper-Franklin Mill,50725.01296,50725.01296,50725.01296,2.553654927,2.553654927,2.553654927,4,4,4,260.0,260.0,260.0,"Paper Mills, except Newsprint",INTERNATIONAL PAPER CO
616,84549,SELMA,Dallas,1047,CHP and/or Cogeneration Process,1006788,322121,322121,2015,AL,150,Gas Turbine & Duct Burner,"SCCT (CT (Turbine, simple cycle combustion))",32.425,-86.8694,Facility,POINT (-9670257.373517198 3819228.686951732),International Paper-Riverdale Mill,48460.715457538005,48460.715457538005,48460.715457538005,2.439663188,2.439663188,2.439663188,53,53,53,177.0,177.0,177.0,"Paper Mills, except Newsprint",INTERNATIONAL PAPER CO
617,84551,RINCON,EFFINGHAM,13103,CHP and/or Cogeneration Process,1007453,322121,322121,2015,GA,150,CT01,"SCCT (CT (Turbine, simple cycle combustion))",32.297817,-81.190961,Facility,POINT (-9038136.435536534 3802467.538076285),GEORGIA-PACIFIC CONSUMER PRODUCTS LP - SAVANNAH RIVER MILL,432.2269875,432.2269875,432.2269875,0.02175965,0.02175965,0.02175965,3,3,3,177.00000000000003,177.00000000000003,177.00000000000003,"Paper Mills, except Newsprint",KOCH INDUSTRIES INC
618,84552,DUBLIN,LAURENS,13175,CHP and/or Cogeneration Process,1000240,322121,322121,2015,GA,150,GT/HRSG,"CCCT (CC (Turbine, combined cycle))",32.504129,-82.844859,Facility,POINT (-9222247.518720547 3829668.837492385),"SP Fiber Technologies Southeast, LLC",53829.08662753,53829.08662753,53829.08662753,2.70992365,2.70992365,2.70992365,9,9,9,177.0,177.0,177.0,"Paper Mills, except Newsprint","SP Fiber Technologies Southeast, LLC"
619,84553,MONTVILLE,NEW LONDON,9011,CHP and/or Cogeneration Process,1003488,322121,322121,2015,CT,150,COGEN,"CCCT (CC (Turbine, combined cycle))",41.4495,-72.1304,Facility,POINT (-8029519.398715139 5078870.609854756),RAND-WHITNEY CONTAINERBOARD LP,16870.066726,16870.066726,16870.066726,0.849291631,0.849291631,0.849291631,3,3,3,177.0,177.0,177.0,"Paper Mills, except Newsprint",THE KRAFT GROUP
620,84554,OXNARD,VENTURA COUNTY,6111,CHP and/or Cogeneration Process,1006048,322121,322121,2015,CA,150,EPN 1 - Turbine,"CCCT (CC (Turbine, combined cycle))",34.14175,-119.18299,Facility,POINT (-13267389.75801982 4047851.506022128),New-Indy Oxnard LLC,23161.9516245,23161.9516245,23161.9516245,1.166044688,1.166044688,1.166044688,6,6,6,177.0,177.0,177.0,"Paper Mills, except Newsprint","New-Indy Containerboard, LLC"
621,84556,OTSEGO,Allegan,26005,CHP and/or Cogeneration Process,1000248,322121,322121,2015,MI,150,North Turbine 0024,"CCCT (CC (Turbine, combined cycle))",42.4641,-85.6941,Facility,POINT (-9539423.575987864 5230754.896122146),"Otsego Paper, Inc.",1044.48906972,1044.48906972,1044.48906972,0.052582829,0.052582829,0.052582829,3,3,3,177.00000000000003,177.00000000000003,177.00000000000003,"Paper Mills, except Newsprint",USG CORP
622,85237,JACKSON,CLARKE,1025,CHP and/or Cogeneration Process,1002963,322121,322121,2015,AL,150,Z013,S (Stoker Boiler),31.492253,-87.898805,Facility,POINT (-9784850.213937249 3696843.934900176),BOISE WHITE PAPER MILL,1779.2180351,1779.2180351,1779.2180351,0.089571369,0.089571369,0.089571369,3,3,3,177.0,177.0,177.0,"Paper Mills, except Newsprint",BOISE INC
623,85239,FILER CITY,MANISTEE,26101,CHP and/or Cogeneration Process,1006367,322121,322121,2015,MI,150,GP-002,OCS (Other combustion source),44.21336,-86.284609,Facility,POINT (-9605158.737176711 5498519.721423725),PACKAGING CORPORATION OF AMERICA,485.79353914,485.79353914,485.79353914,0.024456357,0.024456357,0.024456357,3,3,3,177.00000000000003,177.00000000000003,177.00000000000003,"Paper Mills, except Newsprint",Packaging Corporation of America
624,85258,BEECH ISLAND,AIKEN,45003,CHP and/or Cogeneration Process,1002011,322121,322121,2015,SC,150,GP-1,OCS (Other combustion source),33.416151,-81.896431,Facility,POINT (-9116668.996706465 3950672.218598563),KIMBERLY CLARK CORPORATION,360.65433323,360.65433323,360.65433323,0.01815646,0.01815646,0.01815646,3,3,3,177.00000000000003,177.00000000000003,177.00000000000003,"Paper Mills, except Newsprint",Kimberly-Clark Corporation
625,85263,GORHAM,COOS,33007,CHP and/or Cogeneration Process,1002834,322121,322121,2015,NH,150,PB2,"OB (Boiler, other)",44.443738,-71.187308,Facility,POINT (-7924534.877503931 5534370.429412086),Gorham Paper and Tissue LLC,1352.35207049,1352.35207049,1352.35207049,0.06808161,0.06808161,0.06808161,4,4,4,177.00000000000003,177.00000000000003,177.00000000000003,"Paper Mills, except Newsprint",PATRIARCH PARTNERS LLC
626,87622,CARROLLTON,CARROLL COUNTY,29033,Process Heating,1002124,325193,325193,2015,MO,450,Dryer A,"NGLH (Heater, natural gas line)",39.363139,-93.453639,Facility,POINT (-10403211.50625841 4773822.412009915),SHOW ME ETHANOL,123.348253078,123.348253078,123.348253078,0.006209775,0.006209775,0.006209775,5,5,5,177.0,177.0,177.0,Ethyl Alcohol,"SHOW-ME ETHANOL, LLC"
627,87934,NORFOLK,MADISON COUNTY,31119,Process Heating,1003954,325193,325193,2015,NE,450,"CP-Dryer A, Dryer B, and TO",OCS (Other combustion source),42.06787,-97.38333,Facility,POINT (-10840662.70735332 5171151.468871202),ELKHORN VALLEY ETHANOL LLC,40696.045767848,40696.045767848,40696.045767848,2.048765541,2.048765541,2.048765541,4,4,4,176.99999999999997,176.99999999999997,176.99999999999997,Ethyl Alcohol,"Louis Dreyfus Commodities, LLC"
648,89416,CHATTANOOGA,HAMILTON COUNTY,47065,Conventional Boiler Use,1006080,322110,322110,2015,TN,150,CP-2,OCS (Other combustion source),34.997921,-85.318581,Facility,POINT (-9497620.992124666 4163598.619857676),ADM SOUTHERN CELLULOSE PROD.IN,5565.814945,5565.814945,5565.814945,0.280200436,0.280200436,0.280200436,3,3,3,299.99999999999994,299.99999999999994,299.99999999999994,Pulp Mills,ARCHER DANIELS MIDLAND CO
649,89429,Bennettsville,Marlboro,45069,Conventional Boiler Use,1000324,322110,322110,2015,SC,150,Recovery Boiler,0,34.605,-79.785,Facility,POINT (-8881625.572941331 4110330.944968552),Marlboro Paper Mill,6304.32289886,6304.32289886,6304.32289886,0.317379222,0.317379222,0.317379222,11,11,11,300.0,300.0,300.0,Pulp Mills,Domtar Corporation
650,89438,BAILEYVILLE,WASHINGTON,23029,Conventional Boiler Use,1001889,322110,322110,2015,ME,150,Unit 15,0,45.156894,-67.402006,Facility,POINT (-7503156.986365169 5646255.146149667),WOODLAND PULP LLC,6108.537485,6108.537485,6108.537485,0.307522776,0.307522776,0.307522776,5,5,5,300.0,300.0,300.0,Pulp Mills,INTERNATIONAL GRAND INVESTMENT CORP
651,89456,COOSA PINES,Talladega,1121,Conventional Boiler Use,1000305,322110,322110,2015,AL,150,Z032,0,33.3278,-86.3583,Facility,POINT (-9613361.981772758 3938895.198155631),Resolute Forest Product - Coosa Pines Operation,6350.6029213,6350.6029213,6350.6029213,0.3197091039999999,0.3197091039999999,0.3197091039999999,9,9,9,300.0,300.0,300.0,Pulp Mills,Resolute FP US Inc.
652,89466,LUKE,Allegany,24001,Conventional Boiler Use,1001237,322110,322110,2015,MD,150,Lime Kiln,0,39.4722,-79.0575,Facility,POINT (-8800640.643389225 4789537.655233636),Luke Paper Company,1563.31275915,1563.31275915,1563.31275915,0.078702027,0.078702027,0.078702027,6,6,6,300.0,300.0,300.0,Pulp Mills,VERSO CORP
